name,url,description,duration,adaptive_support,remote_support,test_type
Perl (New),https://www.shl.com/products/product-catalog/view/perl-new/,"Perl (New): Multi-choice test that measures the knowledge of Perl scripting used for text manipulation, web development, system administration, etc.",,No,No,['K']
Petrochemical Engineering (New),https://www.shl.com/products/product-catalog/view/petrochemical-engineering-new/,"Petrochemical Engineering (New): Multi-choice test that measures the knowledge of fluid and thermal principles of petrochemical engineering, chemical processes, petroleum composition and…",,No,No,['K']
Petroleum Engineering (New),https://www.shl.com/products/product-catalog/view/petroleum-engineering-new/,"Petroleum Engineering (New): Multi-choice test that measures the knowledge of petroleum engineering, drilling and production operations and offshore petroleum production.",,No,No,['K']
Pharmaceutical Analysis (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-analysis-new/,"Pharmaceutical Analysis (New): Multi-choice test that measures the knowledge of laboratory analytical techniques such as chromatography, titration, spectroscopy, and spectrophotometry.",,No,No,['K']
Pharmaceutical Chemistry (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-chemistry-new/,"Pharmaceutical Chemistry (New): Multi-choice test that measures the knowledge of physical chemistry, organic chemistry, inorganic chemistry, biochemistry and medicinal chemistry.",,No,No,['K']
Pharmaceutical Science (New),https://www.shl.com/products/product-catalog/view/pharmaceutical-science-new/,"Pharmaceutical Science (New): Multi-choice test that measures the knowledge of drug manufacture, drug delivery, drug action, and pharmaceutical analysis techniques.",,No,No,['K']
Pharmaceutics (New),https://www.shl.com/products/product-catalog/view/pharmaceutics-new/,"Pharmaceutics (New): Multi-choice test that measures the knowledge of pharmaceutical engineering and technology for drug manufacture, biopharmaceutics, modern pharmaceutics and…",,No,No,['K']
Pharmacology (New),https://www.shl.com/products/product-catalog/view/pharmacology-new/,"Pharmacology (New): Multi-choice test that measures the knowledge of pharmacological drugs classification, chemotherapy, inflammatory disorders, drug action on nervous system…",,No,No,['K']
PHP (New),https://www.shl.com/products/product-catalog/view/php-new/,"PHP (New): Multi-choice test that measures the knowledge of OOPs & programming constructs, web & database handling and advanced PHP.",,No,No,['K']
PJM Development Report,https://www.shl.com/products/product-catalog/view/pjm-development-report/,PJM Development Report: The Person-Job Match Report is unique in that it  matches the performance potential of the  individual to the job’s specific competencies. This  provides you…,,No,No,['CAP']
PJM Selection Report,https://www.shl.com/products/product-catalog/view/pjm-selection-report/,"PJM Selection Report: The PJM Report provides a clear indication of each candidate's ""degree of fit"" to a role.  Provides targeted assessment results that match individuals with…",,No,No,['ACP']
Polymer Engineering (New),https://www.shl.com/products/product-catalog/view/polymer-engineering-new/,"Polymer Engineering (New): Multi-choice test that measures the knowledge of characterization of polymers, processing, synthesis, testing and applications in daily life.",,No,No,['K']
Power Electronics and Drives (New),https://www.shl.com/products/product-catalog/view/power-electronics-and-drives-new/,"Power Electronics and Drives (New): Multi-choice test that measures the knowledge of power semiconductor devices, power electronic converters, drives and control systems.",,No,No,['K']
Power System Engineering (New),https://www.shl.com/products/product-catalog/view/power-system-engineering-new/,"Power System Engineering (New): Multi-choice test that measures the knowledge of power generation and transmission, electrical machines, power systems and drives, control and instrumentation…",,No,No,['K']
Prism (New),https://www.shl.com/products/product-catalog/view/prism-new/,"Prism (New): Multi-choice test that measures the knowledge of modules, patterns and other basic concepts of using the Prism library.",,No,No,['K']
Production and Industrial Engineering (New),https://www.shl.com/products/product-catalog/view/production-and-industrial-engineering-new/,"Production and Industrial Engineering (New): Multi-choice test that measures the knowledge of production technology, quality management, and design and planning of manufacturing systems.",,No,No,['K']
Production Engineering (New),https://www.shl.com/products/product-catalog/view/production-engineering-new/,"Production Engineering (New): Multi-choice test that measures the knowledge of production technology and analysis, metal cutting, tool design, material science and CIM.",,No,No,['K']
Programming Concepts,https://www.shl.com/products/product-catalog/view/programming-concepts/,Programming Concepts: The Programming Concepts test measures knowledge of the core aspects of computer science programming that is valid across programming languages. Designed for…,,No,No,['K']
Project Management (2013),https://www.shl.com/products/product-catalog/view/project-management-2013/,Project Management (2013): The Project Management (2013) test measures knowledge of how to manage projects to ensure that objectives are completed on time and within budget. The test is…,,No,No,['K']
Proofreading v1,https://www.shl.com/products/product-catalog/view/proofreading-v1/,"Proofreading v1: This assessment measures ability to read for errors involving spelling, punctuation, grammar and word choice.  It also measures ability to correct those errors.",,No,No,['K']
Python (New),https://www.shl.com/products/product-catalog/view/python-new/,"Python (New): Multi-choice test that measures the knowledge of Python programming, databases, modules and library.",,No,No,['K']
R Programming (New),https://www.shl.com/products/product-catalog/view/r-programming-new/,R Programming (New): Multi-choice test that measures the knowledge of R programming and its application in statistics.,,No,No,['K']
ReactJS (New),https://www.shl.com/products/product-catalog/view/reactjs-new/,"ReactJS (New): Multi-choice test that measures the technical knowledge of React APIs, render function, JSX, form validation and styling.",,No,No,['K']
Reading Comprehension - English v1,https://www.shl.com/products/product-catalog/view/reading-comprehension-english-v1/,Reading Comprehension - English v1: The Reading Comprehension - English   assessment provides a general measure of   English reading comprehension. This test is   comprised of items that contain…,,No,No,['A']
Reading Comprehension - Spanish v1,https://www.shl.com/products/product-catalog/view/reading-comprehension-spanish-v1/,Reading Comprehension - Spanish v1: The Reading Comprehension - Spanish assessment provides a general measure of Spanish reading comprehension. This test is comprised of items that contain a…,,No,No,['A']
Reading Comprehension v2,https://www.shl.com/products/product-catalog/view/reading-comprehension-v2/,Reading Comprehension v2: The Reading Comprehension - English   assessment provides a general measure of   English reading comprehension. This test is   comprised of items that contain…,,No,No,['A']
RemoteWorkQ,https://www.shl.com/products/product-catalog/view/remoteworkq/,"RemoteWorkQ: Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure…",,No,No,['C']
RemoteWorkQ Manager Report,https://www.shl.com/products/product-catalog/view/remoteworkq-manager-report/,"RemoteWorkQ Manager Report: Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure…",,No,No,['C']
RemoteWorkQ Participant Report,https://www.shl.com/products/product-catalog/view/remoteworkq-participant-report/,"RemoteWorkQ Participant Report : Using the Apta™ Architecture to focus on the relevant competency behaviors in the Universal Competency Framework, SHL developed the RemoteWorkQ to measure…",,No,No,['C']
RESTful Web Services (New),https://www.shl.com/products/product-catalog/view/restful-web-services-new/,"RESTful Web Services (New): Multi-choice test that measures the knowledge of REST features, architecture, handling requests, producing responses, entity translation, working with return…",,No,No,['K']
Retail Sales and Service Simulation,https://www.shl.com/products/product-catalog/view/retail-sales-and-service-simulation/,Retail Sales and Service Simulation: The Retail Sales and Service Simulation measures the ability of a candidate to choose effective sales and service techniques while interacting with customers…,,No,No,['BKSA']
Reviewing Forms - US (R1),https://www.shl.com/products/product-catalog/view/reviewing-forms-us-r1/,Reviewing Forms - US (R1): This assessment measures ability to detect errors in forms by comparing text in a form to text in a paragraph format. Based on information in the paragraph…,,No,No,['K']
Ruby (New),https://www.shl.com/products/product-catalog/view/ruby-new/,"Ruby (New): Multi-choice test that measures the knowledge of Ruby strings, collection classes, regular expressions, methods, object oriented programming, exception…",,No,No,['K']
Ruby on Rails (New),https://www.shl.com/products/product-catalog/view/ruby-on-rails-new/,"Ruby on Rails (New): Multi-choice test that measures the knowledge of Ruby Programming, Rails installation, Rails MVC and Rails programming model.",,No,No,['K']
Sales & Service Phone Simulation,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-simulation/,"Sales & Service Phone Simulation : As part of Contact Center Simulations, the Sales & Service Phone Simulation is designed for contact center roles that involve sales or sales-related behaviors…",,No,No,['SB']
Sales & Service Phone Solution,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-solution/,"Sales & Service Phone Solution: As part of Contact Center Simulations, the Sales & Service Phone Solution includes a contact center simulation and three behavioral tests designed to measure a…",,No,No,['BPS']
Sales Interview Guide,https://www.shl.com/products/product-catalog/view/sales-interview-guide/,Sales Interview Guide: The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Interview guide was developed to enable you to use the Sales Report…,,No,No,['PP']
Sales Profiler Cards,https://www.shl.com/products/product-catalog/view/sales-profiler-cards/,Sales Profiler Cards: The SHL Sales Model is mapped to the SHL Universal Competency Model (UCF). The Sales Model Profiler cards have been developed to enable you to use the Sales…,,No,No,['P']
Sales Transformation 1.0 - Individual Contributor,https://www.shl.com/products/product-catalog/view/sales-transformation-report-individual-contributor/,Sales Transformation 1.0 - Individual Contributor: This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment…,,No,No,['P']
Sales Transformation 2.0 - Individual Contributor,https://www.shl.com/products/product-catalog/view/salestransformationreport2-0-individualcontributor/,Sales Transformation 2.0 - Individual Contributor: This report draws insights from the OPQ. It provides an accurate and objective measure of a salesperson’s ability to sell well in a digital first environment…,,No,No,['P']
Sales Transformation Report 1.0 - Sales Manager,https://www.shl.com/products/product-catalog/view/sales-transformation-report-sales-manager/,Sales Transformation Report 1.0 - Sales Manager: This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability…,,No,No,['P']
Sales Transformation Report 2.0 - Sales Manager,https://www.shl.com/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/,Sales Transformation Report 2.0 - Sales Manager: This report combines insights from the OPQ and a Sales Management questionnaire. It provides an accurate and objective measure of a sales manager’s capability…,,No,No,['P']
Salesforce Development (New),https://www.shl.com/products/product-catalog/view/salesforce-development-new/,"Salesforce Development (New): Multi-choice test that measures the knowledge of Salesforce platform, design and data models, business logic, data management and analytics.",,No,No,['K']
SAP ABAP (Advanced Level) (New),https://www.shl.com/products/product-catalog/view/sap-abap-advanced-level-new/,"SAP ABAP (Advanced Level) (New): Multi-choice test that measures the knowledge of SAP ABAP dictionary, dialog programming, reports, enhancements, workflows, optimizations and advanced ABAP…",,No,No,['K']
SAP ABAP (Intermediate Level) (New),https://www.shl.com/products/product-catalog/view/sap-abap-intermediate-level-new/,"SAP ABAP (Intermediate Level) (New): Multi-choice test that measures the knowledge of SAP ABAP dictionary, elements, operations, architecture, ABAP data types, ABAP reporting, batch data…",,No,No,['K']
SAP Basis (New),https://www.shl.com/products/product-catalog/view/sap-basis-new/,"SAP Basis (New): Multi-choice test that measures the knowledge of SAP architecture, database administration, background processing, user administration, client administration…",,No,No,['K']
SAP Business Objects WebI (New),https://www.shl.com/products/product-catalog/view/sap-business-objects-webi-new/,"SAP Business Objects WebI (New): Multi-choice test that measures the knowledge of SAP interactive analysis, reporting, formatting and scheduling documents.",,No,No,['K']
SAP BW (Business Warehouse) (New),https://www.shl.com/products/product-catalog/view/sap-bw-business-warehouse-new/,"SAP BW (Business Warehouse) (New): Multi-choice test that measures the knowledge of SAP architecture, meta data, data modelling, extraction, loading, scheduling, data reporting, performance…",,No,No,['K']
SAP HCM (Human Capital Management) (New),https://www.shl.com/products/product-catalog/view/sap-hcm-human-capital-management-new/,"SAP HCM (Human Capital Management) (New): Multi-choice test that measures the knowledge of SAP HR/ HCM structure, personnel administration, SAP HCM tasks, SAP HCM SuccessFactors solutions.",,No,No,['K']
SAP Hybris (New),https://www.shl.com/products/product-catalog/view/sap-hybris-new/,"SAP Hybris (New): Multi-choice test that measures the knowledge of Hybris extensions, its architecture, configuration, data modelling and management, service layer programming…",,No,No,['K']
SAP Materials Management (New),https://www.shl.com/products/product-catalog/view/sap-materials-management-new/,"SAP Materials Management (New): Multi-choice test that measures the knowledge of SAP materials management, organization units integration, purchasing, pricing, release procedure, contracts…",,No,No,['K']
SAP SD (Sales and Distribution) (New),https://www.shl.com/products/product-catalog/view/sap-sd-sales-and-distribution-new/,"SAP SD (Sales and Distribution) (New): Multi-choice test that measures the knowledge of ERP basics, SAP architecture, sales, distribution, master data, documents, basic functions in S&D, billing…",,No,No,['K']
Search Engine Optimization (New),https://www.shl.com/products/product-catalog/view/search-engine-optimization-new/,"Search Engine Optimization (New): Multi-choice test that measures the knowledge on the concepts of need of SEO, SEO planning, SEO strategies, SEO software, tools and exchanging links.",,No,No,['K']
Selenium (New),https://www.shl.com/products/product-catalog/view/selenium-new/,"Selenium (New): Multi-choice test that measures the knowledge of Selenium IDE, Selenium RC, Selenium grid, web driver, test design considerations, user extensions, frameworks…",,No,No,['K']
Shell Scripting (New),https://www.shl.com/products/product-catalog/view/shell-scripting-new/,"Shell Scripting (New): Multi-choice test that measures the knowledge of Shell scripting to perform operations such as file manipulation, program execution and printing text.",,No,No,['K']
SHL Verify Interactive - Inductive Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,SHL Verify Interactive - Inductive Reasoning: Evaluates ability to identify specific patterns in data or situations and generalize that information to broader contexts.,,No,No,['AS']
SHL Verify Interactive – Deductive Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/,"SHL Verify Interactive – Deductive Reasoning: Measures the ability to draw logical conclusions based on information provided, identify strengths and weaknesses of arguments, and complete scenarios using…",,No,No,['AS']
SHL Verify Interactive – Numerical Reasoning,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,SHL Verify Interactive – Numerical Reasoning: Assesses how the candidate comprehends numerical information in various formats.,,No,No,['AS']
SHL Verify Interactive G+,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-g/,SHL Verify Interactive G+: SHL Verify Interactive G+ (SVIG+) is a test of general cognitive ability that also generates accurate assessments of three specific abilities: Deductive…,36.0,No,No,['A']
SHL Verify Interactive Numerical Calculation,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,SHL Verify Interactive Numerical Calculation: The Verify Interactive Numerical Calculation test measures a candidate’s ability to work with numbers and use appropriate mathematics in different situations…,,No,No,['A']
Siebel Development (New),https://www.shl.com/products/product-catalog/view/siebel-development-new/,"Siebel Development (New): Multi-choice test that measures the knowledge of Siebel basics, architecture server administration, access control, Siebel client and web applications, Siebel…",,No,No,['K']
Smart Interview Live,https://www.shl.com/products/product-catalog/view/smart-interview-live/,Smart Interview Live: SHL Live Video Interview is a real-time video interview tool. It allows recruiters and line managers to remotely engage with candidates and reach hiring…,,No,No,['P']
Smart Interview Live Coding,https://www.shl.com/products/product-catalog/view/smart-interview-live-coding/,"Smart Interview Live Coding: Smart Interview Live Coding is a real-time online coding interview, with a compiler interface. It enables one-to-one, panel and group interviews. Use Smart…",,No,No,['K']
Smart Interview On Demand,https://www.shl.com/products/product-catalog/view/smart-interview-on-demand/,"Smart Interview On Demand: Smart Interview On Demand is a  recorded  (asynchronous) video interview tool, that introduces you to each person behind the resume with a short-recorded video…",,No,No,['P']
Social Media (New),https://www.shl.com/products/product-catalog/view/social-media-new/,Social Media (New): Multi-choice test that measures the knowledge about the different social media platforms.,,No,No,['K']
Software Business Analysis,https://www.shl.com/products/product-catalog/view/software-business-analysis/,"Software Business Analysis: The Software Business Analysis test measures ability to acquire and understand business requirements for an IT project, develop technical assets in support of…",,No,No,['K']
SonarQube (New),https://www.shl.com/products/product-catalog/view/sonarqube-new/,"SonarQube (New): Multi-choice test that measures the knowledge of SonarQube, integration tests, Sonar symbols, wildcards, quality cover and Sonar architecture.",,No,No,['K']
Spelling (U.S.) (New),https://www.shl.com/products/product-catalog/view/spelling-u-s-new/,Spelling (U.S.) (New): Multi-choice test that measures the knowledge of correct spellings in English and the ability to identify spelling errors in sentences.,,No,No,['K']
Split Screen Typing Test - Form 1,https://www.shl.com/products/product-catalog/view/split-screen-typing-test-form-1/,"Split Screen Typing Test - Form 1: This test measures speed and accuracy in typing text presented on the computer screen. In this assessment, the text original is displayed directly above the…",,No,No,['AK']
Spring (New),https://www.shl.com/products/product-catalog/view/spring-new/,"Spring (New): Multi-choice test that measures the knowledge of Spring core, AOP, IOC container and transactions.",,No,No,['K']
SQL (New),https://www.shl.com/products/product-catalog/view/sql-new/,"SQL (New): Multi-choice test that measures the knowledge of SQL queries, data manipulation and transaction processing.",,No,No,['K']
SQL Server (New),https://www.shl.com/products/product-catalog/view/sql-server-new/,"SQL Server (New): Multi-choice test that measures the knowledge of basic SQL queries, creating and altering tables, filtering, grouping, aggregation in SQL and querying multiple…",,No,No,['K']
SQL Server Analysis Services (SSAS) (New),https://www.shl.com/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,"SQL Server Analysis Services (SSAS) (New): Multi-choice test that measures the knowledge of SSAS database, querying multidimensional analysis solutions, cube hierarchies, measures, dimensions, power BI…",,No,No,['K']
SQL Server Integration Services (SSIS) (New),https://www.shl.com/products/product-catalog/view/sql-server-integration-services-ssis-new/,"SQL Server Integration Services (SSIS) (New): Multi-choice test that measures the knowledge of SSIS architecture, components, control flow, data flow, transformation, SQL server tasks, SSIS administration…",,No,No,['K']
SQL Server Reporting Services (SSRS) (New),https://www.shl.com/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,"SQL Server Reporting Services (SSRS) (New): Multi-choice test that measures the knowledge of SSRS architecture, report creation, formatting, calculations, creating matrix reports and charts, grouping…",,No,No,['K']
Statistical Analysis System (New),https://www.shl.com/products/product-catalog/view/statistical-analysis-system-new/,Statistical Analysis System (New): Multi-choice test that measures the ability to use the SAS software for statistical analysis.,,No,No,['K']
Struts (New),https://www.shl.com/products/product-catalog/view/struts-new/,"Struts (New): Multi-choice test that measures the knowledge of Struts framework, configuration, validations, actions and interceptors.",,No,No,['K']
SVAR - Spoken English (AUS),https://www.shl.com/products/product-catalog/view/svar-spoken-english-aus/,"SVAR - Spoken English (AUS): An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.     Your use of…",,No,No,['S']
SVAR - Spoken English (Indian Accent)  (New),https://www.shl.com/products/product-catalog/view/svar-spoken-english-indian-accent-new/,"SVAR - Spoken English (Indian Accent)  (New): An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.     Your use of…",,No,No,['S']
SVAR - Spoken English (U.K.),https://www.shl.com/products/product-catalog/view/svar-spoken-english-u-k/,"SVAR - Spoken English (U.K.): An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.     Your use of…",,No,No,['S']
SVAR - Spoken English (US)  (New),https://www.shl.com/products/product-catalog/view/svar-spoken-english-us-new/,"SVAR - Spoken English (US)  (New): An automated spoken English test that measures fluency, pronunciation, active listening, vocabulary, grammar and spoken English understanding.     Your use of…",,No,No,['S']
SVAR - Spoken French (Canadian) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-french-canadian-new/,"SVAR - Spoken French (Canadian) (New): Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parl…",,No,No,['S']
SVAR - Spoken French (European) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-french-european-new/,"SVAR - Spoken French (European) (New): Test automatisé de français parlé qui évalue l'aisance, la prononciation, l'écoute active, le vocabulaire, la grammaire, et la compréhension du français parl…",,No,No,['S']
SVAR - Spoken Spanish (Castilian) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-castilian-new/,"SVAR - Spoken Spanish (Castilian) (New): Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español…",,No,No,['S']
SVAR - Spoken Spanish (North American) (New),https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-north-american-new/,"SVAR - Spoken Spanish (North American) (New): Test automatizado de español oral que mide la fluidez, la pronunciación, la escucha activa, el vocabulario, la gramática y la comprensión oral del español…",,No,No,['S']
Swing (New),https://www.shl.com/products/product-catalog/view/swing-new/,"Swing (New): Multi-choice test that measures the knowledge of components, containers, layouts and event handling in Swing.",,No,No,['K']
Tableau (New),https://www.shl.com/products/product-catalog/view/tableau-new/,"Tableau (New): Multi-choice test that measures the knowledge of how to use Tableau to prepare tables, create visualizations, perform calculations, apply filters and carry out…",,No,No,['K']
Telecommunications Engineering (New),https://www.shl.com/products/product-catalog/view/telecommunications-engineering-new/,"Telecommunications Engineering (New): Multi-choice test that measures the knowledge of analog communication, digital communication, electromagnetism and microwave engineering.",,No,No,['K']
Teradata Development (New),https://www.shl.com/products/product-catalog/view/teradata-development-new/,"Teradata Development (New): Multi-choice test that measures the knowledge on Teradata concepts of RDBMS components, performance availability features, utilities, workload management…",,No,No,['K']
Time Management (U.S.),https://www.shl.com/products/product-catalog/view/time-management-u-s/,Time Management (U.S.): This is an adaptive test that measures the candidate's knowledge of how to use time wisely in the workplace. It is designed for the average business worker and…,,No,No,['K']
Training Development,https://www.shl.com/products/product-catalog/view/training-development/,"Training Development: The Training Development test measures knowledge of developing and delivering training programs. Designed for experienced trainers, this test covers the…",,No,No,['K']
Typing (New),https://www.shl.com/products/product-catalog/view/typing-new/,Typing (New): Typing based test that evaluates typing speed and accuracy.,,No,No,['S']
UiPath RPA Development (New),https://www.shl.com/products/product-catalog/view/uipath-rpa-development-new/,"UiPath RPA Development (New): Multi-choice test that measures the knowledge on UiPath architecture, workflows recording, UI interaction, automation, and orchestrator.",,No,No,['K']
Universal Competency Framework Interview Guide,https://www.shl.com/products/product-catalog/view/universal-competency-framework-interview-guide/,Universal Competency Framework Interview Guide: The UCF Interview Guide provides a structured way of gathering information about each candidate and their competency potential across the 20 UCF Dimensions…,,No,No,['CP']
Universal Competency Framework Job profiling guide,https://www.shl.com/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,Universal Competency Framework Job profiling guide: The SHL Universal Competency Framework establishes a common language for competencies that underpins SHL’s products and services. It is a single underlying…,,No,No,['CP']
Universal Competency Framework Profiler Cards (44),https://www.shl.com/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,"Universal Competency Framework Profiler Cards (44): The UCF sets out the key behaviours that drive performance using a standard, proven hierarchy that can be applied to virtually any job at any level, in any…",,No,No,['CP']
UNIX (New),https://www.shl.com/products/product-catalog/view/unix-new/,"UNIX (New): Multi-choice test that measures the knowledge on the concepts of UNIX commands, file system, file handling, regular expression, awk programming and shell…",,No,No,['K']
VB.NET (New),https://www.shl.com/products/product-catalog/view/vb-net-new/,"VB.NET (New): Multi-choice test that measures the knowledge on the concepts of VB.NET assemblies, OOPs concepts, ADO.NET, multithreading, exception handling and GUI.",,No,No,['K']
Verify - Deductive Reasoning,https://www.shl.com/products/product-catalog/view/verify-deductive-reasoning/,Verify - Deductive Reasoning: The Verify Deductive Reasoning Test is an online ability assessment that can be used to support both pre- and post-hire assessment processes. It enables…,18.0,No,No,['A']
Verify - Following Instructions,https://www.shl.com/products/product-catalog/view/verify-following-instructions/,Verify - Following Instructions: This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of…,,No,No,['A']
Verify - G+,https://www.shl.com/products/product-catalog/view/verify-g/,"Verify - G+: The G+ test is part of the Verify suite of cognitive ability tests. The test is designed to measure three types of ability: Numerical, Deductive, and…",,No,No,['A']
Verify - General Ability Screen,https://www.shl.com/products/product-catalog/view/verify-general-ability-screen/,"Verify - General Ability Screen: The General Ability Screen is a first for us – a measure of general mental ability or ‘g’ .  Targeted at ‘entry-level’ roles, General Ability Screen is…",,No,No,['A']
Verify - Inductive Reasoning (2014),https://www.shl.com/products/product-catalog/view/verify-inductive-reasoning-2014/,Verify - Inductive Reasoning (2014): Inductive Reasoning is a test used for job candidates applying to jobs at all levels that require logical reasoning ability. Sample tasks for jobs that may…,,No,No,['A']
Verify - Numerical Ability,https://www.shl.com/products/product-catalog/view/verify-numerical-ability/,Verify - Numerical Ability: The next-generation Verify Numerical Ability Test provides a replacement for the existing Numerical Reasoning test in our Verify range of ability tests and the…,20.0,No,No,['A']
Verify - Technical Checking - Next Generation,https://www.shl.com/products/product-catalog/view/verify-technical-checking-next-generation/,Verify - Technical Checking - Next Generation: The Technical Checking assessment is part of the Verify suite of cognitive ability assessments. Technical Checking measures perceptual speed and accuracy. This…,,No,No,['A']
Verify - Verbal Ability - Next Generation,https://www.shl.com/products/product-catalog/view/verify-verbal-ability-next-generation/,"Verify - Verbal Ability - Next Generation: The Verbal Ability test measures the ability to read written passages and comprehend the text, interpret tone and author intent, identify main ideas, and…",15.0,No,No,['A']
Verify - Working with Information,https://www.shl.com/products/product-catalog/view/verify-working-with-information/,Verify - Working with Information: This test measures a candidate's ability to process information. Candidates are given information in different table formats and are asked to use the…,,No,No,['A']
Verify G+ - Ability Test Report,https://www.shl.com/products/product-catalog/view/verify-g-ability-test-report/,"Verify G+ - Ability Test Report: The SHL Verify G+ Ability Test Report provides the candidate's overall General Ability score alongside scores on Numerical, Deductive and Inductive Reasoning…",,No,No,['A']
Verify G+ - Candidate Report,https://www.shl.com/products/product-catalog/view/verify-g-candidate-report/,"Verify G+ - Candidate Report: The SHL Verify G+ Ability Candidate Report provides the candidate with feedback on their Numerical, Deductive and Inductive Reasoning results. It does not…",,No,No,['A']
Verify Interactive Ability Report,https://www.shl.com/products/product-catalog/view/verify-interactive-ability-report/,Verify Interactive Ability Report: Verify Interactive Ability Report,,No,No,['A']
Verify Interactive G+ Candidate Report,https://www.shl.com/products/product-catalog/view/verify-interactive-g-candidate-report/,Verify Interactive G+ Candidate Report: Verify Interactive G+ Candidate Report,,No,No,['A']
Verify Interactive G+ Report,https://www.shl.com/products/product-catalog/view/verify-interactive-g-report/,Verify Interactive G+ Report: Report for Verify Interactive G+,,No,No,['A']
Verify Interactive Process Monitoring,https://www.shl.com/products/product-catalog/view/verify-interactive-process-monitoring/,Verify Interactive Process Monitoring : The SHL Verify Range of Ability Tests is a suite of cognitive ability assessments appropriate for candidates at a wide range of job levels. The SHL Process…,,No,No,['A']
Virtual Assessment and Development Centers,https://www.shl.com/products/product-catalog/view/virtual-assessment-and-development-centers/,Virtual Assessment and Development Centers: SHL’s innovative virtual assessment centers wow new hires or existing employees and show how you invest in your people. They are a highly engaging experience…,,No,No,['P']
Visual Basic for Applications (New),https://www.shl.com/products/product-catalog/view/visual-basic-for-applications-new/,"Visual Basic for Applications (New): Multi-choice test that measures the knowledge of VBA programming constructs, forms, controls and VBA security.",,No,No,['K']
Visual Comparison - UK,https://www.shl.com/products/product-catalog/view/visual-comparison-uk/,Visual Comparison - UK: This assessment measures ability to efficiently compare information and detect errors. The test taker is required to examine four pairs of numbers and select…,,No,No,['K']
Visual Comparison - US,https://www.shl.com/products/product-catalog/view/visual-comparison-us/,Visual Comparison - US: This assessment measures ability to efficiently compare information and detect errors. The test taker is required to examine four pairs of numbers and select…,,No,No,['K']
VLSI and Embedded Systems (New),https://www.shl.com/products/product-catalog/view/vlsi-and-embedded-systems-new/,VLSI and Embedded Systems (New): Multi-choice test that measures the knowledge of VLSI and embedded systems basics.,,No,No,['K']
What Is The Value - US,https://www.shl.com/products/product-catalog/view/what-is-the-value-us/,What Is The Value - US: The What is the Value –US test measures money handling ability. This test is designed for entry-level positions where handling money is required on a regular…,,No,No,['K']
Workplace Administration Skills (New),https://www.shl.com/products/product-catalog/view/workplace-administration-skills-new/,"Workplace Administration Skills (New): Multi-choice test that measures the ability to organize one's workplace, properly maintain data, perform simple tasks on the computer and resolve…",,No,No,['K']
Workplace Health and Safety (New),https://www.shl.com/products/product-catalog/view/workplace-health-and-safety-new/,"Workplace Health and Safety (New): Multi-choice test that measures the knowledge of first aid, emergency safety measures, cleanliness and personal hygiene.",,No,No,['K']
WriteX - Email Writing (Customer Service) (New),https://www.shl.com/products/product-catalog/view/writex-email-writing-customer-service-new/,"WriteX - Email Writing (Customer Service) (New): Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.     Your use…",,No,No,['S']
WriteX - Email Writing (Managerial) (New),https://www.shl.com/products/product-catalog/view/writex-email-writing-managerial-new/,"WriteX - Email Writing (Managerial) (New): Open response test that evaluates the ability to write proper emails in English. The test provides scores on content, grammar and email etiquette.     Your use…",,No,No,['S']
